Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
339,0.029938,0.0148954,0.0266471,0.0120487,0.0113641,0.011812,0.008051,0.003098,0.0133893,0.00741975,0.032017,0.0116716,0.0108801,0.0107417,0.0125052,0.0112393,0.0263104,0.0280799,0.0199857,0.0423383,0.00852592,0.00746883,0.00450447,0.0226671,0.0241335,0.00363516,0.010022,0.00451294,0.00522089,0.0127744,0.0120602,0.010051,0.0147589,0.0171909,0.00552512,0.00904336,0.00871931,0.00806537,0.00377754,0.00540858,0.00603365,0.00687049,0.00839441,0.00444205,0.00481067
340,0.02983,0.0156104,0.0265734,0.0123028,0.0112787,0.0132159,0.00925187,0.00522243,0.014313,0.00748075,0.0299498,0.0112259,0.0121755,0.010298,0.0115425,0.0106717,0.0268823,0.0282722,0.0195721,0.0392575,0.0100027,0.0102659,0.006215,0.0233408,0.0226109,0.00567942,0.0117492,0.00474627,0.00584038,0.0132034,0.0128311,0.0105641,0.0135594,0.0121543,0.00761938,0.0108367,0.00889824,0.00836071,0.00571162,0.00630649,0.00827396,0.0105898,0.0110178,0.00456782,0.00553399
341,0.0297311,0.0156345,0.0262601,0.0120933,0.0127606,0.0142447,0.00991838,0.00722783,0.0144623,0.00715866,0.0284201,0.0105365,0.0134107,0.00939962,0.0112292,0.0102123,0.0260951,0.0264199,0.0183043,0.0367928,0.0105909,0.0121342,0.00694405,0.0233482,0.0209911,0.00843639,0.0123499,0.00464477,0.00614576,0.0131174,0.0122992,0.0115178,0.0146869,0.00804729,0.00894261,0.0124595,0.0103766,0.00977924,0.0078228,0.00869859,0.0133651,0.0148412,0.0118636,0.00412893,0.00552507
342,0.0295751,0.0153825,0.0259487,0.0114078,0.0142864,0.0144864,0.0102031,0.00857062,0.0141218,0.00663832,0.0274919,0.0099559,0.013697,0.00824203,0.0110974,0.00995128,0.0249049,0.023592,0.0165806,0.0352245,0.0107338,0.0131028,0.00681026,0.0229152,0.0196269,0.0115761,0.0116464,0.0041022,0.00575664,0.0122726,0.0114569,0.012128,0.0163477,0.0072649,0.00920556,0.01364,0.0125464,0.0116412,0.00906439,0.010873,0.0175197,0.0176493,0.0106823,0.00315824,0.0046183
343,0.0294046,0.0152536,0.0257975,0.0104367,0.0150932,0.0136691,0.0101772,0.00892622,0.0136173,0.00643007,0.0270453,0.00932769,0.0132626,0.00709029,0.0108709,0.00978824,0.024106,0.0207977,0.0145963,0.034661,0.0107876,0.0132135,0.00616752,0.0226023,0.018998,0.0146765,0.00993699,0.00312582,0.00503141,0.0107544,0.0104108,0.0119929,0.0171071,0.00912167,0.00941664,0.0134888,0.0135658,0.0122398,0.00880829,0.0120035,0.0185107,0.0184104,0.00816154,0.00200582,0.00304744
344,0.0294538,0.0154247,0.0258158,0.00938048,0.0152043,0.0119307,0.00975224,0.00818921,0.0131664,0.00687851,0.0268925,0.00848257,0.0124649,0.00598603,0.0106702,0.00955978,0.0238223,0.0183936,0.0124557,0.0349205,0.0108236,0.0124949,0.00534763,0.0228112,0.0194615,0.0171052,0.00781579,0.00249087,0.0045762,0.00895199,0.00893236,0.0113963,0.0169906,0.0114156,0.0104798,0.0115208,0.0123073,0.01079,0.00783388,0.0111276,0.016381,0.0170297,0.00549081,0.00155015,0.00145424
345,0.0299386,0.0158309,0.0259125,0.00869489,0.0149841,0.00990559,0.00883917,0.0066646,0.0128328,0.00782753,0.0268256,0.00740255,0.0115502,0.00478432,0.0108254,0.00901304,0.023702,0.0162394,0.0101469,0.0355783,0.0106933,0.0111917,0.00477993,0.0234367,0.0202759,0.0181571,0.00588103,0.00340736,0.00463075,0.00734228,0.00685278,0.0107684,0.0168593,0.0128868,0.0122299,0.00872099,0.0094053,0.00781713,0.00763221,0.00868284,0.0130592,0.0132382,0.00391049,0.00268122,0.00144991
346,0.0308488,0.0162732,0.026003,0.00890174,0.0148406,0.00843886,0.00749825,0.00509383,0.0124895,0.00886111,0.0266439,0.00606035,0.0107544,0.00349362,0.0115618,0.0078938,0.0232453,0.0141878,0.00760568,0.0360665,0.0101621,0.00971386,0.00474225,0.0240374,0.0205386,0.017658,0.00446749,0.00506984,0.00494112,0.00624176,0.00439982,0.0101617,0.0175286,0.0127236,0.0138721,0.00671724,0.00616646,0.00433348,0.0084061,0.00680035,0.0103902,0.00714346,0.00407116,0.00415229,0.00252108
347,0.0319247,0.0165603,0.0260428,0.00987198,0.0148771,0.00793854,0.00604156,0.00420594,0.0119158,0.00964234,0.0262468,0.00441194,0.0102204,0.00231331,0.0127616,0.00627821,0.0219326,0.0121965,0.00505648,0.0358107,0.00913337,0.00836486,0.00489144,0.024296,0.0202533,0.0162233,0.00356591,0.00664111,0.00522096,0.00567248,0.00300894,0.00948056,0.0190581,0.0108169,0.0148508,0.00637203,0.00344348,0.00247741,0.0094511,0.00787527,0.00883281,0.00573326,0.0051837,0.00523142,0.00344956
348,0.0328524,0.0166261,0.0259269,0.0108872,0.0145883,0.00811118,0.00494851,0.00394801,0.0110042,0.0100775,0.0257266,0.00244594,0.00996735,0.00128179,0.0140317,0.00460962,0.0193544,0.0101635,0.00312815,0.0344956,0.00773672,0.00724225,0.00483407,0.0242011,0.0201348,0.0142181,0.00304433,0.00790263,0.0053631,0.00541678,0.00323223,0.00890991,0.0200706,0.0083619,0.0152653,0.00739844,0.00266117,0.00370152,0.010533,0.0110634,0.00831848,0.0142685,0.0065131,0.00577212,0.00431451
349,0.0334793,0.0165637,0.0254783,0.0113424,0.0132832,0.008532,0.00448029,0.00378477,0.00985631,0.0103157,0.0253517,0.00139387,0.00997366,0.000481425,0.0149998,0.00373116,0.015397,0.00795227,0.00270838,0.0323194,0.00623011,0.00636812,0.00462456,0.0238948,0.0208823,0.0111028,0.00287903,0.00882749,0.0053863,0.00522277,0.00387185,0.00873506,0.0189594,0.00768127,0.0155297,0.00907663,0.00460641,0.00401261,0.011543,0.0143321,0.00892529,0.021843,0.00786707,0.00603524,0.0053595
350,0.0338389,0.016539,0.0246105,0.0112845,0.0107167,0.00899504,0.00444854,0.00354233,0.0087176,0.0105655,0.0253005,0.00394552,0.0102837,0.00131452,0.015463,0.00455902,0.0105529,0.00566401,0.0039117,0.029883,0.00493997,0.0057344,0.00452993,0.0235254,0.0224884,0.00703715,0.00302129,0.00945934,0.00535297,0.00498394,0.00676018,0.00889454,0.0159505,0.00887209,0.0159078,0.0105003,0.00639791,0.00246161,0.0121145,0.0165473,0.0103525,0.0250697,0.00920426,0.00645961,0.00665486
351,0.0340245,0.0166572,0.0234727,0.0112693,0.0070222,0.00945142,0.00458319,0.00334248,0.00784102,0.0108824,0.0253354,0.00716682,0.0110417,0.00253008,0.0153413,0.0065234,0.00626366,0.00395592,0.00594362,0.0277038,0.00427352,0.00523128,0.00459875,0.0232575,0.0240155,0.00571055,0.00326934,0.00993467,0.00532959,0.00472262,0.0110195,0.0090069,0.0130452,0.0095823,0.0164486,0.0109138,0.00669803,0.00103117,0.0120642,0.0175098,0.0118991,0.023389,0.0104824,0.00717758,0.00795916
352,0.0340998,0.0169116,0.0223899,0.0117417,0.00253801,0.00993298,0.00482981,0.00329624,0.00741414,0.0111403,0.0247741,0.0101347,0.0122412,0.00368728,0.0144741,0.00870461,0.00475281,0.00377035,0.0080822,0.0256999,0.00451356,0.00474275,0.0046032,0.0233056,0.0242175,0.00794785,0.00343061,0.0103891,0.00536764,0.00439511,0.0143715,0.0088616,0.0112533,0.0090064,0.017114,0.0101641,0.00538215,0.00320221,0.0117552,0.0178004,0.0126504,0.019235,0.0115886,0.00783971,0.00885809
353,0.0341559,0.0172187,0.0216607,0.0127319,0.00313722,0.0104899,0.00525301,0.00341598,0.00751737,0.0111884,0.0227461,0.0123852,0.0135417,0.00489807,0.0125235,0.0104662,0.0057817,0.00458614,0.00953659,0.0229426,0.00539591,0.00434485,0.00437357,0.0238237,0.0226653,0.00800889,0.00341938,0.0107791,0.00548459,0.00383369,0.0157677,0.00869848,0.00975809,0.00789444,0.0178222,0.00888424,0.0032018,0.00476009,0.011587,0.0182199,0.0120812,0.0159762,0.0123344,0.0080336,0.00906149
354,0.0343352,0.0174849,0.0213898,0.0140293,0.00798897,0.0111276,0.00586265,0.00363705,0.0080366,0.0109831,0.0185879,0.0137383,0.0145096,0.0061812,0.00979762,0.0111272,0.0072769,0.00550195,0.00955171,0.017946,0.00641819,0.00441323,0.00405779,0.0247558,0.0202087,0.00457765,0.0032654,0.0109473,0.00562853,0.00293309,0.0152666,0.00890354,0.00926896,0.00696375,0.0184003,0.00817999,0.00147987,0.00527463,0.0115016,0.0194416,0.0107457,0.0145983,0.0125537,0.00761845,0.00857993
355,0.0347203,0.0176806,0.0214627,0.0153221,0.0118412,0.0117575,0.00655193,0.00383316,0.00867077,0.0105811,0.012775,0.0143615,0.0149006,0.00721998,0.00910512,0.0101444,0.00789259,0.00620635,0.00760459,0.00977855,0.00725715,0.00526054,0.00408033,0.0258143,0.0181254,0.000819,0.00308284,0.0108739,0.00569045,0.00177947,0.0132556,0.0095255,0.0111888,0.00567076,0.0186376,0.00864315,0.00172815,0.00492039,0.0116642,0.0218872,0.0100882,0.0137109,0.0122627,0.00675179,0.00768221
356,0.0352657,0.017855,0.0216501,0.016284,0.0137361,0.0122138,0.00715752,0.0038631,0.00915875,0.0100409,0.0109954,0.0146468,0.0147243,0.00784367,0.0123662,0.00764068,0.00630321,0.0063958,0.00390313,0.00700768,0.00776328,0.00659591,0.00463014,0.0266121,0.0169677,0.00483486,0.00306528,0.0106987,0.00557413,0.000638363,0.00996991,0.0102497,0.0143432,0.00375981,0.0184161,0.00982086,0.00292086,0.00369253,0.0128121,0.0252725,0.0110714,0.0107692,0.0117156,0.00579053,0.00670123
357,0.0358439,0.0180677,0.0217575,0.0167321,0.013132,0.0123772,0.00754063,0.00369526,0.00941294,0.00939501,0.0203656,0.0149662,0.014278,0.00824977,0.0159635,0.00489025,0.00398097,0.00605005,0.00384215,0.0217147,0.00786086,0.00784317,0.00539047,0.0268409,0.0164665,0.00681829,0.00337348,0.0105686,0.00528992,0.000706456,0.00574238,0.0107526,0.0177959,0.00870301,0.0178029,0.0110372,0.00483228,0.00212434,0.0151173,0.028698,0.0133007,0.00896064,0.0112751,0.00518907,0.00592614
358,0.0363033,0.01834,0.0217207,0.0166955,0.0103205,0.0122736,0.00763842,0.00341384,0.00949421,0.00869286,0.0342255,0.0154541,0.0139818,0.00844396,0.017445,0.00471118,0.00841344,0.00568702,0.00935301,0.0391055,0.00756245,0.0086088,0.00597907,0.0264291,0.0162517,0.00714879,0.00396654,0.0104876,0.00493732,0.00141988,0.00324196,0.0109096,0.0215711,0.0196901,0.0169895,0.0119458,0.00740542,0.00351459,0.0177333,0.0313883,0.0160548,0.0201945,0.0111211,0.0051617,0.00553881
359,0.0365319,0.0186585,0.0215918,0.016344,0.00686607,0.0120228,0.00747334,0.00312785,0.00950426,0.0080348,0.0476983,0.0159532,0.0140811,0.00819622,0.0171119,0.00702494,0.0158535,0.00651374,0.0142737,0.0552499,0.007008,0.00877404,0.00617441,0.0255715,0.0162909,0.00724982,0.00468859,0.0103447,0.00465048,0.00184534,0.00641093,0.0107494,0.0253409,0.0323415,0.0161837,0.0126022,0.0100879,0.00625974,0.0197424,0.0331003,0.0190032,0.036639,0.0111462,0.00546431,0.00554598
360,0.0365048,0.0190114,0.02142,0.0159138,0.00587453,0.0116874,0.00711212,0.00294418,0.00950767,0.00751246,0.057651,0.0161258,0.0144901,0.00753338,0.0169319,0.00905876,0.0229662,0.00933686,0.0173305,0.0675605,0.00633211,0.0084201,0.00582517,0.024617,0.0167155,0.00843686,0.00542079,0.0100173,0.00450613,0.00202814,0.00929149,0.0103779,0.0285652,0.0439417,0.0155019,0.0133027,0.0123148,0.00798074,0.0207409,0.0339878,0.0220956,0.0523581,0.0111023,0.00570652,0.00572782
361,0.0362596,0.019411,0.0211838,0.0156139,0.00985384,0.0112507,0.00665811,0.00307203,0.0095461,0.00718698,0.0620403,0.0157138,0.0149245,0.00667615,0.0190735,0.00929147,0.028605,0.0130877,0.0184669,0.0744552,0.00549985,0.00770916,0.00493782,0.0238807,0.0174259,0.0116843,0.00597012,0.00943723,0.00438607,0.0021438,0.00991273,0.00997596,0.0311947,0.0530572,0.0149981,0.014329,0.0138518,0.00825106,0.0208504,0.0342983,0.0253042,0.0650494,0.0107557,0.00557471,0.00575561
362,0.0358618,0.0198828,0.0208745,0.0155435,0.0197809,0.010783,0.00626667,0.00365616,0.00963784,0.00713643,0.0603585,0.0147734,0.0152086,0.00594454,0.0247651,0.00687687,0.0323823,0.0164371,0.0180563,0.075177,0.004497,0.00680834,0.00390257,0.0234673,0.01803,0.0174185,0.00590105,0.00864111,0.0040626,0.00242288,0.00852797,0.00975792,0.0338644,0.0597194,0.0148353,0.0157267,0.0148579,0.00804527,0.0203904,0.0341241,0.0284393,0.0746422,0.0100068,0.00488209,0.00545613
363,0.0353803,0.020489,0.0204946,0.0157414,0.0367355,0.0105556,0.00609832,0.00469816,0.00968342,0.00745823,0.0536127,0.0136212,0.0154403,0.00570834,0.0342711,0.00400743,0.0344415,0.0189531,0.0163124,0.0690916,0.00354922,0.00590557,0.00334433,0.0233326,0.0181703,0.0254872,0.0047606,0.00783062,0.00421872,0.00324877,0.00639774,0.0098734,0.0374319,0.0645282,0.0152707,0.0173944,0.0156666,0.00917323,0.0196364,0.0334271,0.0313192,0.0820553,0.00892179,0.00368123,0.00501012
