Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
325,0.0281737,0.00150335,0.0101419,0.00905836,0.00352383,0.00991202,0.00960693,0.0084835,0.00559378,0.0142158,0.0102454,0.00756755,0.00981309,0.00778366,0.00892885,0.0141177,0.00836578,0.00353897,0.02103,0.0180571,0.0133379,0.0156526,0.00764628,0.00859723,0.0055128,0.00852715,0.00487019,0.0119921,0.0114316,0.0167261,0.0201615,0.00996411,0.0137848,0.0118622,0.00841771,0.00604816,0.00911569,0.0143534,0.0153581,0.0163691,0.0118084
326,0.0275415,0.00149851,0.0118702,0.00790479,0.00442231,0.00994033,0.00908235,0.00835637,0.00524963,0.0138349,0.0109331,0.00938872,0.0100699,0.00842924,0.00743167,0.0160685,0.0116103,0.00139893,0.0199962,0.017519,0.0126811,0.0155728,0.00930098,0.00720055,0.00565711,0.00848187,0.00422694,0.012018,0.0112558,0.0176334,0.0213512,0.0103307,0.0115566,0.0107997,0.00889781,0.0054328,0.0101827,0.0149459,0.0144287,0.0144508,0.0118125
327,0.0262634,0.00188697,0.0124239,0.00666138,0.00384388,0.00977685,0.00815647,0.007907,0.00490848,0.0135802,0.0114105,0.0107258,0.00946717,0.0081978,0.00600212,0.0171756,0.0145093,0.00276718,0.0186475,0.0165528,0.0116415,0.015421,0.0104858,0.00466196,0.005768,0.0079535,0.00379311,0.0122716,0.0107328,0.0155625,0.022194,0.0106983,0.0102641,0.00868564,0.00866838,0.0098958,0.0121172,0.0121598,0.0137031,0.0123111,0.0112856
328,0.0245978,0.00273257,0.0119305,0.0057993,0.00273983,0.0094632,0.00702654,0.00727854,0.00477073,0.0135316,0.0115324,0.0110403,0.00797229,0.00718974,0.00448525,0.0162361,0.0147177,0.00538631,0.0168945,0.0153434,0.0105738,0.0153192,0.0107818,0.00194897,0.00579089,0.00712965,0.0038141,0.0125021,0.00998,0.0115094,0.0224368,0.0108025,0.0101857,0.00569107,0.00935992,0.0142795,0.0135683,0.006419,0.0133793,0.010548,0.0105751
329,0.0229044,0.00375678,0.011187,0.00554697,0.00218687,0.00892399,0.0058525,0.00654707,0.0048558,0.0137312,0.011187,0.0109652,0.0060843,0.00624244,0.00348636,0.0128087,0.0123985,0.00763161,0.0147922,0.0141123,0.00973917,0.0152159,0.0104793,0.00439154,0.00563081,0.00620497,0.00430582,0.0124439,0.00921758,0.00944564,0.021954,0.00991548,0.0104001,0.00196952,0.0122605,0.0163742,0.0160265,0.00388623,0.0134161,0.00952964,0.00997337
330,0.0214101,0.0046579,0.0107259,0.00604258,0.00254176,0.0080184,0.00484923,0.0058298,0.00499809,0.0139953,0.0103385,0.011154,0.00472249,0.0061541,0.00421952,0.00785722,0.00917155,0.00885426,0.0128947,0.0130842,0.00924699,0.0149706,0.0104098,0.0084274,0.0051984,0.00538873,0.0050907,0.0119943,0.00867452,0.0139489,0.0207772,0.00826217,0.0110382,0.00254058,0.0151232,0.0161347,0.0205426,0.0121498,0.0136722,0.00926549,0.00953427
331,0.0201465,0.00521726,0.0103618,0.00723677,0.00329178,0.00666376,0.00434014,0.00540053,0.00497149,0.0140641,0.00907137,0.0114893,0.00455703,0.00665839,0.00578973,0.00472655,0.00735206,0.008697,0.01212,0.0123518,0.00902592,0.0144966,0.0105578,0.0110762,0.00443438,0.00501964,0.00602836,0.0112442,0.00852863,0.0204524,0.0190536,0.0066342,0.011935,0.00537083,0.0158279,0.0154608,0.0241964,0.0203338,0.0139316,0.0095155,0.00915427
332,0.0190858,0.00531097,0.00976749,0.00881651,0.00375245,0.0049449,0.00450542,0.00549437,0.00458162,0.0139061,0.00768726,0.0114606,0.00503058,0.0069958,0.00696634,0.00631977,0.00837814,0.00754459,0.0124114,0.0117321,0.00878541,0.0138653,0.00998009,0.0109852,0.00335067,0.00535207,0.00705208,0.0103996,0.00877245,0.0238248,0.0169496,0.00498828,0.0115775,0.00626396,0.0150109,0.0164759,0.023812,0.0251796,0.0139609,0.00993581,0.00873015
333,0.0183522,0.00488003,0.00892702,0.0106634,0.0037752,0.00312841,0.00496547,0.00592757,0.00370258,0.0136939,0.00678031,0.0108396,0.0054967,0.0068199,0.00746854,0.00764379,0.0106446,0.00612149,0.0124117,0.0107845,0.00800486,0.0132735,0.00836385,0.0086068,0.00218623,0.00615341,0.00806548,0.00974425,0.00924937,0.0218699,0.0147155,0.00444544,0.00923038,0.00607795,0.0149888,0.0181213,0.0190525,0.0244692,0.0135481,0.0100726,0.00813891
334,0.0182683,0.0039382,0.00794361,0.0127271,0.00433822,0.00164212,0.0049946,0.00618473,0.00235724,0.0135463,0.00688752,0.0100045,0.00622676,0.0064617,0.00757456,0.00723118,0.0125086,0.00457337,0.0110363,0.00896426,0.00609151,0.0129047,0.00702502,0.00916933,0.00189117,0.00700699,0.00888591,0.00966102,0.00984048,0.0165598,0.0128142,0.00634869,0.00654523,0.00693959,0.0153072,0.017513,0.012536,0.0188455,0.012353,0.00928203,0.00698858
335,0.0189743,0.00284071,0.00688411,0.0144954,0.00593638,0.00132891,0.00410893,0.00580945,0.00192642,0.0135374,0.007729,0.00971001,0.00773302,0.00669537,0.0078807,0.00670716,0.0136703,0.00266648,0.00832802,0.0060375,0.00299319,0.0128353,0.00793981,0.014002,0.0029419,0.00788541,0.00929797,0.0105313,0.0104547,0.0130175,0.011479,0.007651,0.00511396,0.00857464,0.0132208,0.0134339,0.00763968,0.0123322,0.0099159,0.00687054,0.00461656
336,0.019901,0.00296402,0.00575898,0.0150585,0.0073137,0.00228383,0.00284062,0.00466049,0.00486149,0.0140165,0.00854357,0.0102992,0.00976962,0.0077103,0.00901096,0.00806768,0.0147305,0.00260463,0.00578805,0.0038255,0.00367015,0.013062,0.0101723,0.0173314,0.0042554,0.00909449,0.00916768,0.0124683,0.0110467,0.0148622,0.0103494,0.0080365,0.00323903,0.0100394,0.00815246,0.00699275,0.00482606,0.00899808,0.00693106,0.00307922,0.00171352
337,0.0201468,0.00470999,0.00442161,0.0141637,0.00730378,0.00368094,0.00317748,0.00318411,0.00918935,0.0155011,0.0087849,0.0113081,0.0115144,0.0087696,0.0109255,0.0109617,0.0162381,0.00559401,0.00584946,0.00648498,0.00863656,0.0135417,0.0118348,0.0168834,0.00548448,0.0103745,0.00855929,0.0152805,0.0121415,0.0208673,0.00903421,0.011014,0.00524412,0.0116074,0.00384239,0.00231199,0.00504528,0.008944,0.00851132,0.005668,0.00593743
338,0.0196924,0.00670422,0.00315141,0.0130799,0.00566314,0.00521822,0.00444019,0.00279898,0.0134596,0.0176984,0.00826577,0.0119969,0.0121772,0.00907453,0.0128769,0.013989,0.0176942,0.00852968,0.00741596,0.00996245,0.0129226,0.0140627,0.0124499,0.0132986,0.00669432,0.0107939,0.00774226,0.0186664,0.0149875,0.0265611,0.00754607,0.0153328,0.0095978,0.0123594,0.00761426,0.00716672,0.00852168,0.00991392,0.0145636,0.0122825,0.0115177
339,0.019499,0.00824058,0.00330293,0.0135901,0.00334584,0.00652622,0.00503531,0.00358023,0.0162913,0.0193035,0.00761546,0.0118227,0.0113979,0.00818776,0.0143524,0.0164179,0.0180244,0.0103954,0.0084128,0.011748,0.0152108,0.0142038,0.0124681,0.0083342,0.00775158,0.0100472,0.00693816,0.0221273,0.0195564,0.028448,0.00653165,0.0173698,0.0110606,0.0110552,0.0118192,0.0111906,0.0109116,0.00955061,0.0195041,0.0175212,0.0156561
340,0.0198186,0.00911963,0.00430481,0.01607,0.0029942,0.0071956,0.00496783,0.00368299,0.0169296,0.019301,0.00812647,0.0107162,0.00956141,0.00609273,0.0157518,0.0183073,0.0167644,0.0111739,0.00859136,0.0119672,0.015318,0.0136534,0.0121156,0.00378737,0.00819227,0.0090601,0.00610088,0.0247273,0.0236858,0.0264416,0.00672282,0.0164386,0.00960583,0.0085005,0.0137334,0.0124276,0.0120135,0.00734396,0.0207384,0.0197198,0.0174684
341,0.019954,0.00942909,0.00446708,0.0189665,0.00443386,0.00693118,0.00463556,0.00248509,0.0157686,0.01799,0.00925451,0.00923916,0.00784946,0.00326077,0.0181715,0.0199904,0.0145125,0.011651,0.00820718,0.0116555,0.0139401,0.0124032,0.0111507,0.00286196,0.00765893,0.0084995,0.00531212,0.0254069,0.025183,0.0225734,0.00707628,0.0146474,0.00901641,0.00732044,0.0131766,0.010704,0.0134103,0.00512467,0.018186,0.0188286,0.0171003
342,0.0198102,0.00936675,0.0034651,0.0200084,0.00534305,0.00574764,0.00453867,0.000581856,0.0139833,0.0164878,0.00937817,0.00819033,0.00746625,0.00116956,0.0222436,0.0214069,0.0125387,0.0126105,0.00762765,0.0114951,0.0120742,0.0106833,0.00972634,0.00476635,0.00632123,0.00766629,0.005228,0.0237841,0.0235754,0.0188218,0.00620879,0.0141829,0.0108385,0.007919,0.0105612,0.00718314,0.0146003,0.00482769,0.0136189,0.0159779,0.0151399
343,0.0197444,0.00906161,0.00187789,0.0184806,0.00558005,0.00410378,0.00483593,0.00235683,0.0125989,0.0153968,0.00876092,0.00772574,0.00826266,0.00251607,0.0272591,0.0221296,0.0116666,0.0136697,0.0075855,0.0115112,0.0104333,0.0089377,0.00872958,0.00556584,0.00484641,0.00620106,0.00621065,0.0205451,0.0202259,0.0162499,0.00458144,0.0143622,0.0119804,0.0080785,0.00707126,0.00465122,0.0145506,0.00518987,0.00924711,0.0124899,0.0121005
344,0.019753,0.00855208,0.001012,0.0157767,0.00540167,0.00278007,0.00482942,0.00456162,0.0118983,0.0148194,0.00878187,0.00728508,0.00950186,0.00361697,0.0316823,0.0218894,0.0114221,0.0137065,0.00877517,0.0115879,0.00929672,0.00755523,0.00900468,0.00508994,0.00389322,0.00477517,0.00756114,0.016935,0.017072,0.0151975,0.00423035,0.0135374,0.0112824,0.00716385,0.00451101,0.00535758,0.0135873,0.00501135,0.00628034,0.00922084,0.00848943
345,0.019819,0.00789257,0.00177143,0.013587,0.0047985,0.00222619,0.00413589,0.00607275,0.0116038,0.0150093,0.00917569,0.00650481,0.0109838,0.00378805,0.034274,0.020823,0.011022,0.0122272,0.0110398,0.0116777,0.00862672,0.00647638,0.00997602,0.0044272,0.00348752,0.00394272,0.00851506,0.0138508,0.0152112,0.015575,0.00535649,0.0114561,0.00966592,0.00593756,0.00374366,0.00675701,0.0123367,0.00473298,0.00493683,0.00660781,0.00510317
346,0.020089,0.00719107,0.00264675,0.0125033,0.00393499,0.00194112,0.00332753,0.0066862,0.0113407,0.0157777,0.00921911,0.00557056,0.01264,0.00332353,0.0348139,0.0192951,0.0103736,0.00991615,0.0137067,0.0116523,0.00810539,0.00555277,0.0103991,0.0049332,0.00330856,0.00371465,0.00874176,0.0114974,0.0145816,0.0169032,0.00678619,0.00875524,0.00840346,0.00532208,0.00452138,0.00695073,0.0106163,0.00521227,0.00516201,0.00523103,0.00308227
347,0.020548,0.00653208,0.0036607,0.0121138,0.00386472,0.00167437,0.00327441,0.00655222,0.0108295,0.0162226,0.00933293,0.00470625,0.0142815,0.00270338,0.0339667,0.0175601,0.00977061,0.00808341,0.0161835,0.0112916,0.00727837,0.00499502,0.00979718,0.00592467,0.00339568,0.00422055,0.00827812,0.0097839,0.0145467,0.0184007,0.00841473,0.00599309,0.00803235,0.00540807,0.00633683,0.0051703,0.00785127,0.00692488,0.00606108,0.00556511,0.00297766
348,0.0210314,0.00589459,0.00504372,0.0115167,0.00522982,0.00196981,0.00378861,0.00607957,0.0098594,0.015538,0.00995177,0.00388242,0.0157148,0.00253669,0.0325078,0.0155926,0.00922676,0.00739479,0.0181344,0.0105395,0.00587707,0.00508755,0.00849121,0.00605434,0.00391022,0.00539513,0.00735811,0.00865015,0.0145649,0.0191567,0.01011,0.00377939,0.00826739,0.00566597,0.00841906,0.00439381,0.00521925,0.00977318,0.00703693,0.00703926,0.003877
349,0.0213991,0.00517609,0.00672891,0.0102965,0.00661313,0.00278945,0.0042901,0.00564812,0.00832395,0.01368,0.0108827,0.00303351,0.0167239,0.00286203,0.0305964,0.0133346,0.00844337,0.00738508,0.019492,0.00971765,0.00411471,0.00584301,0.00705554,0.00540679,0.00475096,0.0069378,0.00625805,0.00800658,0.014598,0.0183201,0.0115265,0.00422267,0.00877045,0.00581812,0.0109542,0.00895216,0.00785151,0.0131792,0.00833023,0.00902491,0.00547066
350,0.0216147,0.00435789,0.00853923,0.00882346,0.00661913,0.00360631,0.00483461,0.00536402,0.00640814,0.0114583,0.011859,0.00208991,0.0170766,0.00298361,0.0277038,0.0111626,0.00751056,0.00765589,0.0203932,0.00932234,0.00289087,0.00707542,0.00588735,0.00547806,0.00579502,0.00862654,0.00524869,0.00769998,0.0149688,0.0153959,0.0125141,0.00716781,0.00971556,0.00588019,0.0139936,0.0137139,0.0131119,0.0162305,0.0100791,0.0110506,0.00747093
351,0.0217748,0.00372562,0.0103503,0.00769629,0.00474136,0.00422947,0.00578508,0.00507752,0.00482444,0.0100659,0.0127563,0.00131103,0.0166815,0.00270212,0.0232721,0.00989565,0.00712931,0.00833418,0.0211011,0.00957303,0.00323648,0.00856411,0.00510593,0.00645375,0.00703053,0.0102492,0.00460462,0.00762676,0.0158222,0.0109062,0.0131921,0.0100455,0.0111501,0.00616565,0.0166069,0.0162573,0.0165461,0.0182279,0.0119043,0.0127448,0.00952169
352,0.0220671,0.00381491,0.0121337,0.0073134,0.00210793,0.00472453,0.00717668,0.00460931,0.00459541,0.00991343,0.0134432,0.00176945,0.0156799,0.00315694,0.0175586,0.00979938,0.00752313,0.00960548,0.0218395,0.0103477,0.00449446,0.0101164,0.00471391,0.00714812,0.00840007,0.0115926,0.00449383,0.00774022,0.0168158,0.00858752,0.0137526,0.0113596,0.0122361,0.00759668,0.0177493,0.0162551,0.0164149,0.0194776,0.0133294,0.0141253,0.0115198
353,0.0226695,0.00465617,0.0138785,0.00766267,0.00399549,0.0051936,0.00859435,0.00396731,0.00548472,0.0101692,0.0138149,0.0033796,0.0143974,0.0051838,0.0119597,0.00997734,0.00804958,0.0115208,0.0225715,0.0114283,0.00599418,0.0115434,0.00473017,0.00793064,0.00972046,0.0125067,0.00478346,0.00793635,0.0174073,0.0128709,0.0142922,0.0106246,0.0125385,0.01051,0.0170532,0.0144576,0.0132333,0.02099,0.0142668,0.0154062,0.0134029
354,0.0236342,0.0056721,0.0153986,0.00835426,0.00689157,0.00563027,0.00952825,0.00344928,0.00639414,0.0100266,0.0139687,0.00572688,0.0132191,0.00775215,0.00833008,0.00928445,0.00811734,0.0139735,0.0229589,0.0125397,0.00751782,0.0126227,0.00526134,0.00869331,0.0107608,0.0129056,0.00516984,0.00804993,0.0173686,0.0181248,0.0147944,0.0087271,0.0131922,0.0135825,0.0151976,0.012315,0.00945441,0.0224833,0.0149776,0.0165292,0.0149606
355,0.024808,0.00636402,0.0162878,0.00900139,0.00805721,0.00597671,0.0096697,0.00351994,0.00685563,0.00939394,0.0141612,0.00862508,0.0124129,0.00986087,0.00713509,0.00703369,0.00716245,0.0163527,0.0225459,0.0132966,0.00868067,0.0131564,0.00636769,0.00792569,0.0113654,0.0127409,0.00546856,0.0079809,0.0169422,0.019657,0.0152082,0.0077044,0.0148774,0.0153382,0.0135371,0.0111604,0.00745882,0.0219557,0.0155501,0.0171996,0.0159339
356,0.0258523,0.00648449,0.0162283,0.00944813,0.00738739,0.00624576,0.00903496,0.00426693,0.00689208,0.00856618,0.0145561,0.0114336,0.0120506,0.0108579,0.00729711,0.00332386,0.00510427,0.0173595,0.0210664,0.0133111,0.00899244,0.0130941,0.0077213,0.00720291,0.0115383,0.0120169,0.00566066,0.00777877,0.0165516,0.0166786,0.0155341,0.00880436,0.0161963,0.0154694,0.012531,0.0112035,0.00843706,0.018067,0.0157378,0.0172455,0.0162057
357,0.0263797,0.00604167,0.0153298,0.00968619,0.00573896,0.00651368,0.00792133,0.00529809,0.00666993,0.00772438,0.0150991,0.0133029,0.0120696,0.0105093,0.00806867,0.00230813,0.00525406,0.015633,0.0186962,0.0123871,0.00820682,0.0125734,0.00876622,0.00979221,0.0114144,0.0108397,0.00576855,0.00761026,0.0164614,0.0115742,0.0158458,0.0108059,0.015917,0.0146615,0.0115694,0.0128882,0.0128761,0.0118061,0.015358,0.0167302,0.0158856
358,0.0261492,0.00527653,0.0140824,0.00961687,0.00399313,0.0068126,0.00672991,0.00621991,0.00628155,0.00681591,0.0155987,0.0137956,0.0120958,0.00895533,0.00876339,0.00701578,0.00929549,0.0107386,0.0159935,0.0106123,0.00655801,0.0118514,0.0091441,0.0118593,0.011097,0.00941648,0.00577442,0.00764076,0.0167021,0.00690778,0.0161959,0.0123416,0.0139864,0.0133087,0.0108923,0.0163301,0.0183445,0.00611963,0.0145465,0.0158705,0.0152426
359,0.0252124,0.00452308,0.0129804,0.00907405,0.00282982,0.00707317,0.00575583,0.00679035,0.00571527,0.00582463,0.0158659,0.0129266,0.0114982,0.00650595,0.00993328,0.0115263,0.0137215,0.00534396,0.0135208,0.00827944,0.00465912,0.0112245,0.0088864,0.0103933,0.0105545,0.00795712,0.00567046,0.00789406,0.0171672,0.00278821,0.0165236,0.0130227,0.0109261,0.0112103,0.0109715,0.0190803,0.0217762,0.00490435,0.0136114,0.0149403,0.0145374
360,0.0238862,0.00398964,0.012186,0.00814259,0.00399002,0.00716114,0.00508082,0.0069262,0.00498244,0.00495956,0.0157656,0.0110274,0.0103144,0.0045568,0.013235,0.0152298,0.0178354,0.0107473,0.0115183,0.00572068,0.00321215,0.0109581,0.00839587,0.00661378,0.00971129,0.00658301,0.00555697,0.00823499,0.0176665,0.00331266,0.0167584,0.0132069,0.00794768,0.0087629,0.0108898,0.0186044,0.0214739,0.00688896,0.0127713,0.0141497,0.013864
361,0.0225472,0.00360051,0.0115024,0.00729453,0.00686072,0.00693297,0.00467813,0.00671186,0.00421068,0.00461927,0.0151449,0.00927915,0.00965935,0.00629072,0.0182782,0.0184352,0.0210096,0.0203084,0.0100193,0.00324893,0.00282234,0.0111588,0.0081999,0.00478068,0.0085437,0.0053754,0.00567406,0.00852307,0.0179641,0.00696547,0.0168889,0.0133871,0.00702432,0.0074117,0.00985342,0.0145928,0.0176531,0.0090698,0.012046,0.0135201,0.0131073
362,0.0214446,0.00308338,0.0106442,0.00715977,0.00943022,0.00627959,0.00461548,0.0063749,0.00361404,0.00512303,0.0138577,0.00919399,0.0101478,0.00931081,0.0233132,0.0214143,0.0216435,0.0278798,0.00914432,0.00173109,0.00331492,0.0116478,0.0084634,0.00599525,0.0070979,0.00448609,0.00625586,0.00874548,0.0179247,0.00907055,0.0167727,0.0133732,0.00771657,0.00761591,0.00840542,0.00893621,0.012306,0.0111336,0.0113118,0.0128587,0.0120196
363,0.020711,0.00243742,0.00951837,0.00785062,0.0102583,0.00517851,0.00502682,0.00618093,0.00342145,0.00634748,0.0118963,0.00984576,0.0108154,0.010483,0.0269724,0.0226861,0.019325,0.0304052,0.00899616,0.00293411,0.00384764,0.0120589,0.00892815,0.00669748,0.00549622,0.00408807,0.00724651,0.00901885,0.0176984,0.00955709,0.0161145,0.0125444,0.00784994,0.0080125,0.00765449,0.00502414,0.00862531,0.0126848,0.0103694,0.0118616,0.0103439
364,0.0204803,0.00246013,0.00820307,0.00875848,0.00959537,0.00375202,0.00585299,0.00627221,0.00379897,0.0079434,0.00936451,0.00938909,0.0107719,0.00911606,0.0285591,0.0202672,0.0154224,0.0266608,0.00931302,0.00487448,0.00401211,0.0121647,0.00943625,0.00669214,0.00391575,0.0041339,0.008227,0.00955,0.0177172,0.00911621,0.0148443,0.0110354,0.00719317,0.0080981,0.00784609,0.0054229,0.00875412,0.0132168,0.00896763,0.0102713,0.00796554
365,0.0208976,0.0035444,0.00667666,0.00957633,0.0100514,0.0023442,0.00684682,0.00658323,0.00475646,0.00960319,0.0064843,0.00788815,0.00997063,0.00660183,0.0281358,0.0148189,0.0115322,0.0189844,0.00949244,0.00642963,0.00385167,0.0120954,0.0101094,0.00676378,0.00257312,0.00426312,0.00864337,0.0106264,0.0183807,0.00890283,0.0133599,0.0101045,0.00678049,0.00825101,0.00831732,0.00663915,0.0105881,0.0125075,0.00694532,0.00801637,0.00529506
366,0.0219301,0.00498376,0.00471615,0.0106235,0.0121514,0.00170479,0.00781948,0.00685146,0.00617541,0.010988,0.00382897,0.00657944,0.00862808,0.00551957,0.0263742,0.0106746,0.00855939,0.0125209,0.00906311,0.00730695,0.00358179,0.0121804,0.0109906,0.0067788,0.00179619,0.00401603,0.00816913,0.0125555,0.0196472,0.00989921,0.0122213,0.010372,0.00696364,0.00837561,0.0086917,0.00749416,0.012403,0.0105895,0.00481754,0.00543593,0.00463268
367,0.0231703,0.00651121,0.00236378,0.0120314,0.0132369,0.00218116,0.00867821,0.00666907,0.00787309,0.011765,0.00240675,0.00692327,0.00736972,0.00684623,0.0240704,0.0106981,0.00681385,0.0102221,0.00831602,0.00807149,0.00415487,0.0125886,0.0117738,0.00607328,0.00223515,0.00322724,0.00704311,0.0154901,0.0210429,0.0115649,0.0114771,0.0105789,0.00717382,0.00802599,0.00926448,0.00916703,0.0141671,0.00768937,0.00491363,0.00420805,0.00770261
368,0.0239979,0.00807101,0.00223328,0.0133911,0.0118421,0.00295445,0.00909501,0.00566949,0.00962146,0.0120285,0.00254862,0.0107737,0.00805862,0.00939777,0.0220454,0.0114252,0.00655929,0.0102659,0.00885983,0.010213,0.00687196,0.01329,0.0119835,0.00441906,0.00391228,0.00269457,0.00606201,0.0192357,0.0222038,0.0126267,0.0105138,0.00962203,0.00717153,0.00704758,0.0103532,0.0117894,0.0158998,0.00432062,0.00778263,0.00631746,0.0117887
369,0.0241223,0.00943029,0.00458196,0.0142131,0.00824091,0.00390967,0.00839758,0.00380809,0.0112286,0.0126489,0.00364368,0.0160728,0.0103524,0.0113716,0.0214852,0.0109279,0.008002,0.0109611,0.0117898,0.0137925,0.0106166,0.0143135,0.011347,0.00263038,0.00602347,0.00366225,0.00573043,0.0231266,0.0232224,0.012339,0.00884277,0.0076878,0.00720691,0.00559321,0.0116107,0.0143154,0.0170824,0.00151591,0.0111461,0.0095213,0.0152818
370,0.0237996,0.0103326,0.00622867,0.0142748,0.00366503,0.00519966,0.00661149,0.00159844,0.0126451,0.014285,0.005792,0.0195793,0.0116575,0.0115242,0.0226528,0.00941012,0.0109963,0.0113197,0.0153907,0.017022,0.0136008,0.0156844,0.010078,0.0029688,0.00777144,0.00502195,0.00535548,0.026161,0.024102,0.0107298,0.00664259,0.00561522,0.00781485,0.0041376,0.0126669,0.0162797,0.0171242,0.00183537,0.0139546,0.0120495,0.017368
371,0.0233233,0.0107703,0.0069011,0.0136637,0.000565882,0.00657139,0.00587956,0.00139991,0.0137463,0.0160592,0.00837034,0.0204251,0.0114542,0.0106578,0.0238228,0.00796333,0.0147351,0.0112296,0.0175486,0.0185269,0.0149288,0.0170925,0.00896602,0.00432453,0.00852998,0.00566976,0.00400498,0.0275388,0.0242622,0.00834599,0.00447194,0.00396153,0.00933347,0.00351448,0.0139248,0.0181283,0.0160491,0.00267374,0.0156315,0.0132778,0.0177406
372,0.0227469,0.0109647,0.00722461,0.0128631,0.00295683,0.00744186,0.00705731,0.0026058,0.0140021,0.0166184,0.010477,0.0199508,0.0112844,0.0105547,0.0235018,0.00729405,0.0172676,0.0112236,0.0175207,0.0183348,0.0147565,0.0179958,0.00897792,0.00473957,0.00800251,0.00574654,0.00182178,0.0272185,0.0233065,0.00596273,0.00263234,0.00286629,0.0112179,0.00379535,0.0162384,0.0202395,0.0145305,0.00293931,0.0157513,0.0132821,0.0167294
373,0.0222165,0.0111039,0.00769698,0.012764,0.00331102,0.00733097,0.00726576,0.00293646,0.0129077,0.0156292,0.0115827,0.0193775,0.011798,0.0110283,0.021772,0.00651366,0.0170107,0.0119164,0.0160591,0.0174336,0.013655,0.0180827,0.010168,0.00401561,0.00639561,0.0059285,0.00241901,0.0259006,0.021823,0.00460009,0.00101497,0.0028147,0.012742,0.00417928,0.0198242,0.0221701,0.0132732,0.00358501,0.0143562,0.0126379,0.015113
