Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
202,0.0144453,0.0340562,0.0513545,0.0164268,0.00769858,0.00590251,0.00498744,0.00256562,0.0153612,0.012108,0.0104681,0.0100212,0.0139747,0.00708685,0.0100722,0.021577,0.0233824,0.0129418,0.0118591,0.00397571,0.0043698,0.00893327,0.0623372,0.0326766,0.00458692,0.00714126,0.00487806,0.00329872,0.0105574,0.0119149,0.0202978,0.0154606,0.011346,0.0151637,0.0103439,0.0106325,0.0147722,0.0227374,0.00302781,0.00485157,0.005059
203,0.0143042,0.0342159,0.0507943,0.0157851,0.0082857,0.00435866,0.00474488,0.00224374,0.0150087,0.0126408,0.00885054,0.00994658,0.0136446,0.00737358,0.00980196,0.0245299,0.0226143,0.0128544,0.00981322,0.00337676,0.00402735,0.00862584,0.062152,0.0315958,0.00520448,0.00683664,0.00392392,0.00283943,0.00948062,0.0105203,0.0204941,0.0179622,0.0103723,0.0140761,0.00871633,0.00814365,0.0135331,0.0230515,0.00223716,0.00448217,0.00364727
204,0.0140765,0.0341259,0.0501461,0.0151494,0.0089887,0.00297,0.00419049,0.00273215,0.0147438,0.0130445,0.00861496,0.00986561,0.0138608,0.00691621,0.00964068,0.027025,0.0215214,0.0124557,0.00853144,0.00268294,0.00379628,0.00796458,0.0618418,0.0296633,0.00622077,0.00676158,0.00322568,0.00274439,0.0085851,0.00935493,0.0199154,0.0207375,0.00832157,0.0117776,0.00661064,0.00539917,0.0125508,0.022309,0.00170108,0.00417535,0.002541
205,0.0137793,0.0337989,0.04944,0.0148247,0.00935602,0.00207058,0.00313914,0.0034648,0.0143908,0.0131076,0.00955015,0.00986599,0.0143933,0.00589979,0.0093044,0.0285198,0.0204378,0.011811,0.00840264,0.00217437,0.00355217,0.00703032,0.061385,0.0275247,0.00802313,0.00676425,0.0027499,0.0029088,0.00792052,0.00849608,0.018524,0.0224618,0.00575679,0.00891397,0.00455998,0.0029069,0.0116896,0.0209023,0.00145876,0.00423044,0.00200343
206,0.0135244,0.0332858,0.0487159,0.0149938,0.00912827,0.00167555,0.00192492,0.00398853,0.0138636,0.01278,0.0107706,0.0100184,0.0146764,0.00479813,0.00843071,0.0288309,0.0193823,0.0109488,0.00906088,0.00246066,0.00312907,0.00592678,0.0607954,0.0248885,0.0110965,0.00670064,0.00239677,0.00313488,0.00750884,0.00791977,0.016659,0.0221711,0.00345613,0.00602713,0.00320452,0.00107137,0.0104584,0.0194031,0.00151409,0.00474266,0.00210378
207,0.0134196,0.0326449,0.0479922,0.015544,0.00828283,0.00160563,0.00142744,0.00424969,0.0131834,0.0121619,0.0117087,0.0103109,0.0143354,0.00434052,0.00704578,0.0279407,0.0180519,0.00992208,0.00985897,0.00364679,0.00245309,0.00467948,0.060088,0.0215662,0.0150975,0.00655765,0.00212903,0.003242,0.00733254,0.00750326,0.0151375,0.0199773,0.00251861,0.00361649,0.00352391,0.00161159,0.0085629,0.0184891,0.0018019,0.00541367,0.00255286
208,0.0134913,0.0319222,0.0472723,0.016137,0.00700386,0.00175718,0.00188392,0.00434594,0.0124483,0.0114312,0.01225,0.0106697,0.0133974,0.00482709,0.00553258,0.025953,0.0161296,0.0088192,0.0105851,0.00523224,0.00175992,0.00334824,0.0592605,0.0182358,0.0188617,0.0064303,0.00199624,0.00313129,0.00733667,0.00711025,0.0151505,0.0171096,0.00338772,0.00275131,0.00491481,0.00492786,0.00640202,0.0188481,0.00228952,0.00597871,0.0031864
209,0.013694,0.0311469,0.0465448,0.0164114,0.00562876,0.00198052,0.00239747,0.00437825,0.0117625,0.010765,0.012539,0.0110102,0.0121302,0.00570135,0.00429544,0.0231395,0.01363,0.00760718,0.0114514,0.00687876,0.00210796,0.00237927,0.0583119,0.015875,0.0212051,0.00637239,0.00208905,0.00286052,0.00746027,0.00670572,0.0175979,0.0150405,0.00485028,0.00398612,0.00627166,0.00906755,0.00557047,0.0208731,0.00298332,0.00640376,0.00402365
210,0.0139589,0.0303285,0.0457659,0.0161571,0.00452255,0.00210923,0.002781,0.00446302,0.0111672,0.0102803,0.0128564,0.0112706,0.0108457,0.00643098,0.00370654,0.0199375,0.0110737,0.00605892,0.0127649,0.0084224,0.00370983,0.00282209,0.0572712,0.0148476,0.021585,0.0062827,0.002476,0.0026455,0.00766752,0.00636504,0.0223537,0.0144189,0.00643273,0.00573293,0.00726373,0.0130145,0.00704622,0.0242573,0.00386943,0.00677313,0.00512094
211,0.0142389,0.0294477,0.0448747,0.0153794,0.00372048,0.00209889,0.00314635,0.00473036,0.0106268,0.0100072,0.0135282,0.0114209,0.00980336,0.00680442,0.00394235,0.0170265,0.00936699,0.00425596,0.0146019,0.00978495,0.00567996,0.00435341,0.0561903,0.0148154,0.0203124,0.00599035,0.00315866,0.00276319,0.0079611,0.00621055,0.0284546,0.0149023,0.00807946,0.00726723,0.00792183,0.0161407,0.00910367,0.0280004,0.00491086,0.00717666,0.0065198
212,0.0145053,0.0284775,0.0438363,0.0142274,0.00267271,0.0019997,0.00357355,0.0051946,0.0100787,0.00989543,0.0147553,0.0114712,0.00914781,0.00674308,0.00451281,0.0154686,0.00896075,0.00403615,0.0166838,0.0109298,0.00750834,0.00602996,0.0551335,0.0151289,0.0184488,0.00545271,0.0040768,0.00331966,0.00835769,0.00634986,0.034573,0.0157711,0.00965938,0.00853286,0.00834607,0.0184216,0.0105218,0.0309125,0.00608651,0.00772447,0.00821813
213,0.0147161,0.027426,0.042698,0.0128721,0.00105264,0.00184971,0.00406298,0.00569197,0.00951609,0.0098583,0.0165639,0.011493,0.00884402,0.00621509,0.0047577,0.0158578,0.00915553,0.00648755,0.018554,0.0118366,0.0088913,0.00745699,0.0541765,0.0153033,0.017453,0.00484778,0.00512061,0.00394202,0.00884357,0.00678242,0.0393012,0.0165265,0.0109627,0.00953844,0.00854917,0.020061,0.0113185,0.0321655,0.00738603,0.00854176,0.0101557
214,0.0148008,0.0263702,0.0416051,0.0114316,0.00310853,0.00161445,0.00458084,0.00603167,0.00900949,0.00984985,0.0190465,0.0116324,0.00864986,0.00531638,0.00432043,0.0169478,0.00912106,0.00898839,0.0199403,0.0124928,0.00971014,0.00850139,0.0534065,0.0153767,0.0179988,0.00447897,0.0061439,0.00402792,0.00935781,0.00739677,0.0415172,0.0171625,0.011933,0.00992459,0.0084055,0.0210842,0.012098,0.0316392,0.00875431,0.00964942,0.0122199
215,0.0146646,0.0254416,0.0407287,0.0100175,0.0073818,0.00123538,0.00511305,0.00615961,0.00865889,0.00990075,0.0225517,0.0120984,0.00817418,0.00439315,0.00314386,0.0168692,0.00854999,0.00993261,0.0210826,0.0129103,0.0100548,0.00919818,0.052937,0.0156973,0.0191849,0.00454674,0.00697316,0.00340163,0.00978529,0.00807536,0.0407678,0.0179957,0.012731,0.00948776,0.00778208,0.0213263,0.0131042,0.0298521,0.0100429,0.0108852,0.0142376
216,0.0142741,0.0247631,0.0402115,0.00882803,0.0121691,0.000732379,0.00564907,0.00614551,0.00850978,0.0100646,0.0274649,0.0130471,0.00704344,0.00404013,0.00141449,0.014911,0.00736564,0.00914646,0.0227456,0.0131002,0.0101197,0.00967102,0.0528297,0.0164176,0.0201667,0.00490994,0.00745014,0.00265222,0.01001,0.00868191,0.0374411,0.0192681,0.0133411,0.00914999,0.00678133,0.0207822,0.013857,0.0275481,0.0110525,0.0119603,0.0159935
217,0.0137194,0.024414,0.0400642,0.00818901,0.0168903,0.000462866,0.00619088,0.00611282,0.00849653,0.0103543,0.0337938,0.0144024,0.00507915,0.00467233,0.000671949,0.0117395,0.00595691,0.00789777,0.0256494,0.0130568,0.0101332,0.0100862,0.0530717,0.0172826,0.0212822,0.00525784,0.007481,0.00277798,0.00995861,0.00904398,0.0325798,0.0209188,0.0132249,0.0100168,0.00578636,0.0199926,0.0139278,0.0252729,0.0116097,0.0126028,0.0172781
218,0.0131779,0.0244109,0.0401636,0.00844451,0.0212845,0.000904088,0.00672042,0.00615443,0.00848627,0.0106965,0.0411832,0.0158519,0.0026174,0.00603756,0.00255435,0.0086842,0.00573878,0.00774198,0.0299627,0.0127486,0.0102784,0.0105643,0.0535692,0.0179083,0.0228323,0.00542973,0.00706781,0.00477646,0.00963672,0.00901016,0.0272787,0.0226803,0.0117381,0.0112314,0.00530673,0.0198179,0.0136735,0.0230851,0.0116378,0.0126666,0.0179511
219,0.012816,0.0247152,0.0403281,0.00968978,0.025329,0.0014087,0.00718947,0.00630345,0.00838163,0.0109708,0.0491953,0.0170677,0.00282663,0.00750356,0.00413346,0.00676794,0.00709113,0.00802878,0.0354874,0.0122063,0.0106435,0.011125,0.0541809,0.0181242,0.0239654,0.00549971,0.00631694,0.00811532,0.00913374,0.00856585,0.0221704,0.0243049,0.00899181,0.0114937,0.00588377,0.0204438,0.0140411,0.0206091,0.0112046,0.0121936,0.0179938
220,0.012718,0.0252502,0.0404176,0.011621,0.0290388,0.00176488,0.0075486,0.00654806,0.00818594,0.0111011,0.0573848,0.0178961,0.00635091,0.00848549,0.00521186,0.00614772,0.0083982,0.00737667,0.0418996,0.0116097,0.0112037,0.0116945,0.0547594,0.0180184,0.023639,0.0056243,0.0054287,0.0107567,0.00859822,0.0079061,0.0176935,0.0256642,0.00669714,0.0108641,0.00763709,0.0211392,0.0154363,0.0175344,0.0105424,0.0114055,0.0175363
221,0.0128552,0.0259011,0.040385,0.0137448,0.0322916,0.00198551,0.00777234,0.00684636,0.00799923,0.0110959,0.0650722,0.0183592,0.0101269,0.00870755,0.00581222,0.00644464,0.00893426,0.0062965,0.0485376,0.0111981,0.0118493,0.0121393,0.055202,0.0177529,0.0216583,0.00586053,0.00463054,0.0110013,0.00815675,0.00732972,0.0147721,0.0266739,0.00742689,0.0103996,0.00979769,0.0212047,0.0171698,0.0141716,0.00997002,0.0105751,0.0168052
222,0.0131445,0.026544,0.0402576,0.0156526,0.0346835,0.00213425,0.00787896,0.00714695,0.00792311,0.01103,0.071218,0.0185764,0.0132515,0.00826066,0.00621944,0.00718458,0.00925128,0.00666311,0.0543181,0.0110813,0.0124207,0.0123255,0.0554553,0.0173736,0.0185659,0.00616178,0.00412147,0.00890235,0.0078743,0.0070072,0.0140145,0.0272634,0.00981797,0.0106262,0.0113885,0.0205491,0.0183376,0.0114093,0.00977138,0.00989934,0.0160568
223,0.0135013,0.0270597,0.0401077,0.0171216,0.0356082,0.00223137,0.00788709,0.00738312,0.00801939,0.0109754,0.074714,0.0186843,0.0151838,0.00747684,0.00684885,0.00789914,0.010127,0.00804613,0.0581128,0.0111693,0.0127498,0.0121469,0.0555133,0.0167931,0.0151007,0.00647324,0.00396829,0.0061387,0.00772259,0.0068841,0.0142236,0.0274096,0.0115915,0.0108911,0.0119346,0.0194482,0.0184983,0.00981839,0.0100128,0.00942343,0.0154505
224,0.0138645,0.0273654,0.0400247,0.0180509,0.0347423,0.00223946,0.00777991,0.00748969,0.00830512,0.0109643,0.0748469,0.018774,0.0158297,0.00673516,0.00781658,0.00828468,0.0113324,0.00861748,0.059245,0.0112615,0.0127045,0.0115679,0.0554171,0.0159421,0.0117813,0.00677941,0.00406721,0.00445148,0.00761142,0.00687465,0.0136596,0.0271495,0.0123414,0.0105178,0.0116548,0.0181545,0.0176917,0.00890662,0.0104926,0.00911329,0.0149605
225,0.0142086,0.0274734,0.0400766,0.0184031,0.0326108,0.00213101,0.00752456,0.00745643,0.00875015,0.011,0.071626,0.0188332,0.0156372,0.00623643,0.00881254,0.00828536,0.0118453,0.0078624,0.0578155,0.0111853,0.0122411,0.0106714,0.0552484,0.0148927,0.00886111,0.0070932,0.00426082,0.00437767,0.00747158,0.00697228,0.0116407,0.0265064,0.0124965,0.00956721,0.0111304,0.0167776,0.0162157,0.00798341,0.0109059,0.00896976,0.0144307
226,0.0144855,0.0274527,0.0403093,0.0182027,0.0305429,0.00191772,0.00706129,0.00731263,0.00932577,0.0110386,0.0657991,0.0186921,0.0152825,0.00595474,0.00944042,0.00804345,0.0108622,0.00633256,0.0546489,0.0108532,0.011416,0.00959878,0.0551251,0.0138494,0.00652333,0.00740974,0.00440844,0.00528045,0.00725831,0.00718222,0.0086005,0.0253724,0.0125222,0.0085614,0.0108089,0.0152605,0.0144092,0.00744661,0.0109767,0.00897063,0.0136506
227,0.014619,0.0273895,0.0407311,0.0175697,0.0295121,0.00168558,0.00635559,0.00710864,0.0100054,0.0110176,0.0585666,0.0181085,0.0152042,0.00590872,0.00959718,0.00778281,0.00826029,0.00489645,0.0507599,0.0102599,0.0103567,0.00848655,0.0551759,0.0130274,0.00486141,0.00768346,0.00444347,0.00611753,0.00693493,0.00758332,0.0061635,0.0236095,0.0125005,0.00779549,0.0107339,0.0135208,0.0125057,0.00886311,0.0105409,0.00904176,0.0124795
228,0.0145349,0.0273539,0.0413239,0.0167904,0.0290361,0.00162919,0.00546049,0.00688092,0.0107462,0.0109176,0.0511781,0.0169788,0.0155283,0.00684536,0.00961293,0.00760396,0.00477946,0.00427981,0.0465708,0.00944996,0.0091948,0.00743068,0.0555039,0.0125665,0.00349557,0.00784275,0.00437494,0.00639174,0.00645444,0.00826971,0.00673262,0.021283,0.0122433,0.00705003,0.0106778,0.011737,0.0106531,0.0123947,0.00954631,0.00914345,0.0109004
229,0.0142004,0.0273772,0.0420789,0.0163227,0.0278427,0.00191527,0.00454605,0.00662792,0.0115179,0.010786,0.044675,0.0154866,0.0160872,0.00939636,0.00983008,0.00721873,0.00229112,0.00492254,0.0419197,0.00847293,0.00798532,0.00649105,0.0561736,0.0124701,0.0023251,0.00785134,0.00423988,0.00627727,0.00577112,0.00919381,0.0092484,0.0187482,0.0116194,0.00603001,0.0104152,0.010487,0.00904685,0.0163783,0.00799369,0.00932067,0.00897872
230,0.0136616,0.0274526,0.043046,0.0166083,0.0252793,0.00244962,0.00391798,0.00630605,0.0123616,0.0107268,0.0396764,0.0140875,0.016177,0.0120048,0.0100322,0.00613105,0.00204958,0.00671999,0.0371287,0.007372,0.00668558,0.00580361,0.0572131,0.0126263,0.00316271,0.00774997,0.00403735,0.00610931,0.00495885,0.0102564,0.0114562,0.01658,0.0107026,0.00470194,0.00988558,0.0103863,0.00780842,0.0192674,0.00592933,0.00961511,0.00684886
231,0.0130793,0.0275578,0.044339,0.0178124,0.0216794,0.0030539,0.00395477,0.00586171,0.0134164,0.0108615,0.0362097,0.0133687,0.0148425,0.012507,0.00984257,0.00438547,0.00162438,0.00900859,0.0334181,0.00629913,0.00532863,0.00580563,0.0586105,0.0129667,0.00551289,0.00761646,0.00373134,0.00595764,0.00453884,0.0114741,0.0125774,0.0154983,0.00974108,0.00318313,0.00921756,0.0114717,0.00668771,0.0202115,0.00366309,0.0100197,0.00503346
232,0.0127264,0.0277174,0.0460667,0.0195237,0.0178384,0.00365543,0.00475348,0.00529954,0.0148251,0.0112769,0.0341653,0.0135128,0.0119165,0.010613,0.00930628,0.00332572,0.00404487,0.0107839,0.0316578,0.0058685,0.00458324,0.00704839,0.0602574,0.013561,0.0077944,0.00748748,0.0034443,0.00568055,0.00550848,0.0129436,0.0125894,0.0158975,0.00908606,0.00198647,0.00866598,0.01327,0.00529997,0.019205,0.00281446,0.0106151,0.00506785
233,0.0128625,0.0280321,0.0481972,0.0207103,0.0145064,0.00430641,0.00598979,0.00475023,0.0165547,0.0119591,0.0336577,0.0137048,0.00910857,0.00911318,0.00859363,0.00391751,0.00781419,0.0110943,0.0314502,0.00690603,0.00573404,0.00932644,0.0618984,0.0145219,0.00956493,0.0073642,0.00366731,0.00527721,0.00786574,0.0146832,0.0118388,0.0170634,0.0090404,0.00283121,0.00844632,0.015301,0.00378358,0.0169919,0.00458215,0.0115229,0.00721778
234,0.013537,0.0285903,0.0504858,0.0206095,0.0124205,0.00510286,0.00725006,0.00442571,0.0183205,0.0127737,0.0342609,0.0131611,0.00902683,0.00999241,0.00763138,0.00462762,0.0104361,0.00978085,0.0319531,0.00898894,0.0082766,0.0117485,0.063181,0.0159604,0.010715,0.00726641,0.00467093,0.00504915,0.0106334,0.0164852,0.0107875,0.0177323,0.0096114,0.00482854,0.00854464,0.017273,0.00322482,0.0146543,0.00656331,0.0125245,0.0096713
235,0.0145252,0.0293417,0.0525745,0.0196106,0.0121914,0.00605079,0.00823406,0.00439523,0.0197287,0.013657,0.0348181,0.0125485,0.0102564,0.0102618,0.00651479,0.00528281,0.0113293,0.00786436,0.0325009,0.0109621,0.0107681,0.013454,0.0638172,0.0179207,0.0111724,0.00722122,0.00597385,0.00529137,0.0129692,0.0179439,0.00977911,0.0172917,0.0104853,0.0065651,0.00875788,0.01902,0.00431004,0.0129652,0.00779684,0.0130406,0.0113504
236,0.015451,0.030096,0.0541702,0.0184879,0.0133992,0.00700397,0.00879715,0.00446077,0.0204888,0.0147119,0.0346695,0.0127806,0.0103535,0.00850624,0.00603584,0.00664574,0.0113937,0.0068686,0.0327262,0.0120421,0.0122961,0.0139996,0.0637572,0.020082,0.0109777,0.00722593,0.00703486,0.00592217,0.0144153,0.0186859,0.00905116,0.0161294,0.0113471,0.0076821,0.00894646,0.0203618,0.00604017,0.0119562,0.00834748,0.0126694,0.0120069
237,0.0160248,0.0306516,0.0551679,0.0172797,0.0148687,0.00771141,0.00890634,0.00434288,0.0205166,0.0159304,0.0342141,0.0131981,0.00974529,0.00734126,0.00710123,0.00848067,0.0115113,0.00751452,0.0328017,0.0119452,0.0125416,0.0134482,0.0632155,0.0217351,0.0103609,0.00725378,0.007611,0.00665002,0.0149326,0.0186073,0.00896865,0.015185,0.0121065,0.00832428,0.00912528,0.0210884,0.00790318,0.0112963,0.00866625,0.0115885,0.0118967
238,0.0162477,0.0309318,0.0556533,0.016203,0.0158717,0.00792989,0.00856031,0.0038784,0.0199029,0.0171405,0.0341755,0.013317,0.00999337,0.0095629,0.00908984,0.00997384,0.0112646,0.00926482,0.0332,0.0107991,0.011734,0.0121826,0.0625273,0.0222669,0.0096272,0.00725892,0.00770057,0.0072328,0.0148034,0.0179449,0.00976117,0.0149742,0.0127936,0.00875332,0.00932549,0.0212343,0.00979429,0.0108977,0.00910566,0.0104303,0.0114573
239,0.016364,0.0310215,0.0558125,0.0160609,0.0164289,0.00758273,0.00778608,0.00307626,0.0188393,0.0181402,0.0347864,0.0135716,0.0110208,0.0127477,0.0106604,0.0105596,0.0101074,0.010951,0.034086,0.00905293,0.0104311,0.0105937,0.0619647,0.0215896,0.00904836,0.00716667,0.00742743,0.00754235,0.0144298,0.0171499,0.0109857,0.015156,0.0133825,0.0090406,0.00959356,0.0213638,0.0115294,0.0109279,0.00965592,0.0097374,0.0110374
240,0.0166104,0.0310915,0.0558326,0.016753,0.0170053,0.00684919,0.00670616,0.00212049,0.0175621,0.0184435,0.0357924,0.0138559,0.011592,0.0146967,0.0110065,0.0102903,0.00863542,0.0116693,0.0352101,0.0073077,0.00918571,0.00890946,0.0616253,0.0201305,0.008839,0.00690107,0.00693672,0.00758207,0.0141148,0.0166412,0.0119061,0.0153303,0.0137869,0.00910933,0.0101083,0.022151,0.0128664,0.0114504,0.0100883,0.00955482,0.0107824
241,0.0170221,0.0312721,0.0558458,0.0174836,0.0180402,0.00606409,0.00553412,0.001402,0.0162981,0.017542,0.0368702,0.0138193,0.0110879,0.0148629,0.0100126,0.009983,0.00807794,0.011378,0.0362524,0.00599644,0.00830903,0.00724935,0.061439,0.018545,0.00910851,0.0064431,0.00633357,0.00743302,0.0139506,0.0165984,0.0121131,0.0154531,0.0139631,0.00893279,0.0110066,0.0235404,0.0136792,0.01223,0.0102075,0.00967233,0.0106923
242,0.0174488,0.0315778,0.055908,0.0178541,0.0196067,0.00548055,0.00446857,0.0014077,0.0152035,0.0157695,0.0378645,0.0137471,0.00970961,0.0136565,0.00805751,0.0104544,0.00905566,0.0107049,0.0370602,0.00512047,0.00782113,0.00574336,0.0612538,0.0174232,0.00980085,0.00585658,0.00566752,0.00713131,0.0138518,0.0168883,0.0116338,0.0154533,0.0139441,0.00857454,0.0120115,0.024868,0.0139897,0.0128672,0.00994003,0.00991615,0.0106926
243,0.0177202,0.0319375,0.0559707,0.0176807,0.0215143,0.00513595,0.00361058,0.00187694,0.0143316,0.0141976,0.0387474,0.0140095,0.0081011,0.0120054,0.00572269,0.0116291,0.0111782,0.0102754,0.0376301,0.00440835,0.00754897,0.00452556,0.0609428,0.017057,0.0107823,0.00526967,0.00496104,0.00664569,0.0136735,0.0171482,0.0107175,0.0152161,0.0137819,0.00806439,0.012518,0.0255029,0.0138617,0.0130252,0.00930555,0.0100558,0.0106471
244,0.0178016,0.0322865,0.05588,0.0168618,0.0235891,0.00493948,0.00297504,0.00238316,0.0136504,0.0134362,0.0394311,0.0144897,0.00681636,0.0106946,0.00351967,0.0131757,0.013319,0.0102554,0.037989,0.00366965,0.00730787,0.00362008,0.0604616,0.0173132,0.0119755,0.00483078,0.00423851,0.00597467,0.0133079,0.0170004,0.00962168,0.0148979,0.0134876,0.00730162,0.0121092,0.0251147,0.0133293,0.0125946,0.00836052,0.00978116,0.0103904
245,0.0178001,0.0326206,0.055455,0.0156309,0.0257648,0.00479427,0.00252393,0.00282953,0.0130917,0.0132251,0.0396316,0.0148451,0.00605405,0.00985443,0.0017877,0.014869,0.0144761,0.0104518,0.0380812,0.00287034,0.00701821,0.00291753,0.0598378,0.017786,0.013367,0.00464797,0.00354001,0.0052102,0.0127248,0.0162721,0.00859635,0.0148127,0.0130283,0.0061881,0.0108974,0.0240061,0.0124435,0.0117605,0.00717329,0.00891123,0.00981251
246,0.0178642,0.0329653,0.0546111,0.014467,0.0280522,0.00463137,0.00220336,0.0031933,0.0125951,0.0131533,0.0389504,0.0148628,0.00600997,0.00914844,0.00197098,0.0162084,0.014734,0.0106783,0.0377622,0.00203962,0.00667061,0.00233962,0.0591277,0.0181349,0.014909,0.0047222,0.00292276,0.00449648,0.0119634,0.0150554,0.00794554,0.0150785,0.0123791,0.00482913,0.00936624,0.0230789,0.0113204,0.0109343,0.00584732,0.00753274,0.00891671
247,0.0180931,0.0332992,0.0534242,0.0136851,0.0304615,0.00439611,0.00200727,0.00346756,0.0121334,0.0129788,0.0372394,0.0145376,0.0070977,0.00851041,0.00442028,0.0168193,0.0151569,0.0110232,0.0370249,0.0012457,0.00623275,0.00199612,0.0583736,0.0182735,0.0164473,0.00494167,0.00245401,0.00395604,0.0110973,0.0135976,0.00796277,0.0155463,0.0115946,0.00358727,0.00790131,0.0227917,0.0101013,0.0105805,0.00460617,0.00591905,0.00780172
248,0.0185141,0.0335305,0.0520736,0.01321,0.0328397,0.00405601,0.00199294,0.00369234,0.0117087,0.0125711,0.0350912,0.014003,0.00958655,0.00881936,0.00759217,0.0171154,0.016443,0.0118942,0.036298,0.000778531,0.00562931,0.00209404,0.057578,0.0182894,0.0177298,0.00516647,0.00218944,0.00362704,0.0101913,0.0121397,0.00871181,0.0159592,0.0108552,0.00302025,0.00654983,0.0225013,0.00886137,0.0109466,0.00392609,0.00432161,0.00658846
249,0.0190901,0.0335445,0.0507194,0.0127486,0.0347762,0.00364025,0.00222598,0.00396002,0.0113381,0.0119138,0.034087,0.0134268,0.0132715,0.0112344,0.0108672,0.0179536,0.0181555,0.0136444,0.0362424,0.00120749,0.00481648,0.00265458,0.0567113,0.018233,0.0184473,0.00532035,0.00215214,0.00343781,0.00928745,0.0108322,0.00989192,0.0161411,0.0104363,0.00337242,0.00524338,0.0211979,0.00756644,0.0118385,0.00432856,0.0028314,0.00539193
250,0.0197299,0.0332666,0.0494352,0.0121477,0.0358385,0.0032626,0.00272102,0.00436982,0.0110329,0.0111037,0.0360643,0.0129457,0.0174936,0.0154299,0.0138385,0.0195413,0.0195748,0.0160441,0.0369601,0.00210991,0.00390749,0.0035694,0.055733,0.0180066,0.018286,0.00539262,0.00229481,0.00324262,0.00842048,0.00973484,0.0110488,0.016127,0.0105083,0.00413082,0.00411377,0.0182388,0.00611344,0.0127637,0.00559982,0.00142159,0.00438917
251,0.0203017,0.0326781,0.0482368,0.0116079,0.0359569,0.00308072,0.00343546,0.00495852,0.0107802,0.0103081,0.0412177,0.0126587,0.0213743,0.0201025,0.0162851,0.0212905,0.0203986,0.0184576,0.0378231,0.00322359,0.00335235,0.00476338,0.0546174,0.0174781,0.0170418,0.00537855,0.00250136,0.0029072,0.00764585,0.00885239,0.0118818,0.0161156,0.0109275,0.00474483,0.0036246,0.0135456,0.004448,0.0133271,0.00714801,0.000650134,0.00387179
